SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
ECEN-468,6,0,1,0,0,7,3.714,0,0,0,0,0,7,HU J
ECEN-468,3,4,0,0,0,7,3.428,0,0,0,0,0,7,HU J
ECEN-470,3,7,7,2,0,19,2.578,0,0,0,0,0,19,RENTZEPIS P
ECEN-471,3,3,0,0,0,6,3.5,0,0,0,0,0,6,SILVA-MARTINEZ J
ECEN-471,8,8,0,0,0,16,3.5,0,0,0,0,0,16,SILVA-MARTINEZ J
ECEN-471,6,5,1,0,0,12,3.416,0,0,0,2,0,14,SILVA-MARTINEZ J
ECEN-471,9,4,0,0,1,14,3.428,0,0,0,2,0,16,SILVA-MARTINEZ J
ECEN-471,3,9,1,0,0,13,3.153,0,0,0,0,0,13,SILVA-MARTINEZ J
ECEN-473,12,13,15,0,0,40,2.925,0,0,0,1,1,42,HARRIS H
ECEN-489,4,2,0,0,0,6,3.666,0,0,0,0,0,6,HOYOS S
ECEN-489,5,2,1,0,0,8,3.5,0,0,0,0,0,8,HOYOS S
ECEN-489,3,1,3,1,0,8,2.75,0,0,0,1,0,9,ENTESARI K
ECEN-489,3,2,2,0,0,7,3.142,0,0,0,0,0,7,ENTESARI K
ECEN-489,1,3,5,0,0,9,2.555,0,0,0,0,0,9,ENTESARI K
ECEN-607,7,4,0,0,0,11,3.636,0,0,0,0,0,11,SILVA-MARTINEZ J
ECEN-607,7,1,0,0,0,8,3.875,0,0,0,0,0,8,SILVA-MARTINEZ J
ECEN-609,6,5,0,0,0,11,3.545,0,0,0,0,0,11,DATTA A
ECEN-610,14,1,0,0,0,15,3.933,0,0,0,0,0,15,HOYOS S
ECEN-610,8,0,0,0,0,8,4,0,0,0,0,0,8,HOYOS S
ECEN-611,8,1,0,0,0,9,3.888,2,0,0,0,0,11,TOLIYAT H
ECEN-619,83,5,0,0,0,88,3.943,0,0,0,0,0,88,ZHANG X
ECEN-625,5,1,0,0,0,6,3.833,0,0,0,1,0,7,ENTESARI K
ECEN-628,9,3,0,0,0,12,3.75,0,0,0,0,0,12,BHATTACHARYYA S
ECEN-629,13,4,0,0,0,17,3.764,0,0,0,5,0,22,TIAN C
ECEN-630,21,0,0,0,0,21,4,0,0,0,0,0,21,EHSANI M
ECEN-637,12,2,0,2,0,16,3.5,0,0,0,0,0,16,NEVELS R
ECEN-642,18,4,0,0,1,23,3.652,0,0,0,0,0,23,XIONG Z
ECEN-643,29,0,0,0,0,29,4,0,0,0,0,0,29,SINGH C
ECEN-653,12,12,2,1,0,27,3.296,0,0,0,0,0,27,LU M
ECEN-676,54,7,0,0,0,61,3.885,0,0,0,0,0,61,GRATZ P
ECEN-679,3,3,1,0,0,7,3.285,0,0,0,0,0,7,KEZUNOVIC M
ECEN-680,18,7,0,0,0,25,3.72,0,0,0,0,0,25,SHI W
ECEN-689,15,0,0,0,0,15,4,0,0,0,0,0,15,BRAGA NETO U
ECEN-689,5,0,0,0,0,5,4,0,0,0,0,0,5,KHATRI S
ECEN-714,5,0,0,0,0,5,4,0,0,0,0,0,5,CHOI S
ECEN-714,2,3,0,0,0,5,3.4,0,0,0,0,0,5,CHOI S
ECEN-719,12,0,0,0,0,12,4,0,0,0,0,0,12,HU J
ECEN-719,8,5,0,0,0,13,3.615,0,0,0,0,0,13,HU J
ECEN-719,13,0,0,0,0,13,4,0,0,0,0,0,13,HU J
ECEN-720,23,3,1,0,0,27,3.814,0,0,0,0,0,27,PALERMO S
ECEN-740,60,13,0,0,1,74,3.77,0,0,0,3,0,77,LIU T
ECEN-743,41,17,0,0,0,58,3.706,0,0,0,3,0,61,MANISSERI KALATHIL
ECEN-749,4,1,0,0,0,5,3.8,0,0,0,0,0,5,CANTRELL P
ECEN-749,6,0,0,0,0,6,4,0,0,0,0,0,6,CANTRELL P
ECEN-749,4,1,0,0,0,5,3.8,0,0,0,0,0,5,CANTRELL P
ECEN-757,42,40,3,0,0,85,3.458,0,0,0,4,0,89,HOU I
ECEN-757,7,4,0,0,0,11,3.636,0,0,0,0,0,11,HOU I
ECEN-774,3,2,1,0,0,6,3.333,0,0,0,0,0,6,RENTZEPIS P
ENTC-612,2,15,5,1,0,23,2.782,0,0,0,2,0,25,LEON V
ENTC-629,29,1,0,0,0,30,3.966,0,0,0,0,0,30,LORANGER L
ENTC-635,8,0,0,0,0,8,4,0,0,0,0,0,8,ZHAN W
ENTC-641,6,2,2,0,0,10,3.4,0,0,0,0,0,10,ALVARADO J
ENTC-689,10,7,0,0,0,17,3.588,0,0,0,0,0,17,CROSBY G
ESET-210,4,6,6,2,1,19,2.526,0,0,0,0,0,19,FINK R
ESET-210,4,10,2,0,0,16,3.125,0,0,0,0,0,16,FINK R
ESET-210,10,6,1,1,0,18,3.388,0,0,0,0,0,18,FINK R
ESET-210,9,4,4,3,0,20,2.95,0,0,0,0,0,20,FINK R
ESET-210,6,9,3,0,1,19,3,0,0,0,0,0,19,FINK R
ESET-210,4,8,4,3,1,20,2.55,0,0,0,1,0,21,FINK R
ESET-210,5,5,4,0,2,16,2.687,0,0,0,1,0,17,FINK R
ESET-210,8,7,2,2,3,22,2.681,0,0,0,0,0,22,FINK R
ESET-211,3,5,2,0,0,10,3.1,0,0,0,0,0,10,HUDSON L
ESET-211,3,14,1,0,0,18,3.111,0,0,0,0,0,18,HUDSON L
ESET-211,5,6,3,1,1,16,2.812,0,0,0,0,0,16,HUDSON L
ESET-211,5,7,4,1,0,17,2.941,0,0,0,0,0,17,HUDSON L
ESET-211,6,10,1,0,0,17,3.294,0,0,0,0,0,17,HUDSON L
ESET-219,11,5,1,0,1,18,3.388,0,0,0,0,0,18,PORTER L
ESET-219,6,4,4,1,1,16,2.812,0,0,0,0,0,16,PORTER L
ESET-219,11,3,3,0,0,17,3.47,0,0,0,1,0,18,PORTER L
ESET-219,5,9,2,2,2,20,2.65,0,0,0,1,0,21,PORTER L
ESET-219,8,5,2,3,0,18,3,0,0,0,2,0,20,PORTER L
ESET-219,10,6,4,0,0,20,3.3,0,0,0,1,0,21,PORTER L
ESET-219,9,7,4,1,0,21,3.142,0,0,0,0,0,21,PORTER L
ESET-219,7,5,3,4,0,19,2.789,0,0,0,2,0,21,PORTER L
ESET-269,8,9,1,0,0,18,3.388,0,0,0,0,0,18,KARIM M
ESET-269,6,9,2,0,0,17,3.235,0,0,0,0,0,17,KARIM M
ESET-269,9,8,0,0,1,18,3.333,0,0,0,0,0,18,KARIM M
ESET-269,8,7,3,1,0,19,3.157,0,0,0,0,0,19,KARIM M
ESET-269,10,6,1,1,0,18,3.388,0,0,0,0,0,18,PORTER L
ESET-269,11,4,3,0,0,18,3.444,0,0,0,0,0,18,PORTER L
ESET-269,7,9,0,2,0,18,3.166,0,0,0,0,0,18,PORTER L
ESET-269,11,5,1,1,0,18,3.444,0,0,0,0,0,18,PORTER L
ESET-300,3,3,1,0,0,7,3.285,0,0,0,0,0,7,WALLACE J
ESET-300,3,9,3,0,0,15,3,0,0,0,0,0,15,WALLACE J
ESET-300,4,6,2,1,0,13,3,0,0,0,0,0,13,WALLACE J
ESET-300,11,5,1,0,0,17,3.588,0,0,0,0,0,17,WALLACE J
ESET-300,7,8,0,0,0,15,3.466,0,0,0,1,0,16,WALLACE J
ESET-300,11,4,0,0,0,15,3.733,0,0,0,0,0,15,WALLACE J
ESET-300,9,7,0,0,0,16,3.562,0,0,0,0,0,16,WALLACE J
ESET-300,6,3,4,0,0,13,3.153,0,0,0,1,0,14,WALLACE J
ESET-300,12,4,0,0,0,16,3.75,0,0,0,0,0,16,WALLACE J
ESET-300,14,2,0,0,0,16,3.875,0,0,0,0,0,16,WALLACE J
ESET-300,11,5,0,0,0,16,3.687,0,0,0,0,0,16,WALLACE J
ESET-300,8,8,0,0,0,16,3.5,0,0,0,0,0,16,WALLACE J
ESET-315,3,12,2,0,0,17,3.058,0,0,0,0,0,17,GOULART A
ESET-315,1,8,4,2,0,15,2.533,0,0,0,1,0,16,GOULART A
ESET-315,8,8,1,1,0,18,3.277,0,0,0,0,0,18,GOULART A
ESET-315,4,5,9,0,0,18,2.722,0,0,0,0,0,18,GOULART A
ESET-315,3,10,3,1,0,17,2.882,0,0,0,0,0,17,GOULART A
ESET-319,16,2,0,0,0,18,3.888,0,0,0,0,0,18,AUCOIN B
ESET-319,14,2,1,0,0,17,3.764,0,0,0,0,0,17,AUCOIN B
ESET-319,14,4,0,0,0,18,3.777,0,0,0,0,0,18,AUCOIN B
ESET-319,11,4,1,0,0,16,3.625,0,0,0,0,0,16,AUCOIN B
ESET-319,9,6,1,0,0,16,3.5,1,0,0,0,0,17,AUCOIN B
ESET-329,5,12,2,0,0,19,3.157,0,0,0,0,0,19,ZHAN W
ESET-329,8,7,3,0,0,18,3.277,0,0,0,0,0,18,ZHAN W
ESET-329,7,9,4,0,0,20,3.15,0,0,0,0,0,20,ZHAN W
ESET-329,7,5,5,0,0,17,3.117,0,0,0,1,0,18,ZHAN W
ESET-333,11,6,0,0,0,17,3.647,0,0,0,0,0,17,LEONARD M
ESET-333,12,4,0,0,0,16,3.75,0,0,0,0,0,16,LEONARD M
ESET-333,12,4,1,0,0,17,3.647,0,0,0,0,0,17,LEONARD M
ESET-333,8,8,0,0,0,16,3.5,0,0,0,0,0,16,LEONARD M
ESET-333,10,6,0,0,0,16,3.625,0,0,0,0,0,16,LEONARD M
ESET-349,8,8,1,0,0,17,3.411,0,0,0,0,0,17,KARIM M
ESET-349,6,9,2,0,0,17,3.235,0,0,0,0,0,17,KARIM M
ESET-349,5,11,1,0,0,17,3.235,0,0,0,0,0,17,KARIM M
ESET-349,6,8,2,0,0,16,3.25,0,0,0,0,0,16,KARIM M
ESET-349,3,1,2,0,0,6,3.166,0,0,0,1,0,7,KARIM M
ESET-349,6,3,5,0,0,14,3.071,0,0,0,0,0,14,KARIM M
ESET-349,4,5,0,0,0,9,3.444,0,0,0,0,0,9,KARIM M
ESET-349,9,4,3,0,0,16,3.375,0,0,0,0,0,16,KARIM M
ESET-350,5,2,2,1,3,13,2.384,0,0,0,1,0,14,BOSSHARD J
ESET-350,4,6,1,3,1,15,2.6,0,0,0,0,0,15,BOSSHARD J
ESET-350,0,3,6,1,2,12,1.833,0,0,0,2,0,14,BOSSHARD J
ESET-350,4,6,3,0,2,15,2.666,0,0,0,1,0,16,BOSSHARD J
ESET-350,2,4,5,0,0,11,2.727,0,0,0,2,0,13,BOSSHARD J
ESET-350,2,4,6,1,0,13,2.538,0,0,0,2,0,15,BOSSHARD J
ESET-350,2,5,3,0,0,10,2.9,0,0,0,1,0,11,BOSSHARD J
ESET-350,3,1,1,1,1,7,2.571,0,0,0,1,0,8,BOSSHARD J
ESET-350,5,4,3,0,0,12,3.166,0,0,0,1,0,13,BOSSHARD J
ESET-352,2,8,2,0,0,12,3,0,0,0,0,0,12,MUNNS T
ESET-352,5,8,0,0,0,13,3.384,1,0,0,0,0,14,MUNNS T
ESET-352,3,11,0,0,0,14,3.214,1,0,0,0,0,15,MUNNS T
ESET-352,8,4,4,0,0,16,3.25,0,0,0,0,0,16,MUNNS T
ESET-352,2,13,1,0,0,16,3.062,0,0,0,0,0,16,MUNNS T
ESET-355,2,9,3,2,0,16,2.687,0,0,0,0,0,16,BOSSHARD J
ESET-355,0,3,2,0,0,5,2.6,0,0,0,2,0,7,BOSSHARD J
ESET-355,1,9,4,2,0,16,2.562,0,0,0,2,0,18,BOSSHARD J
ESET-355,2,3,6,2,0,13,2.384,0,0,0,1,0,14,BOSSHARD J
ESET-359,14,2,0,0,0,16,3.875,0,0,0,0,0,16,MANOHARAN S
ESET-359,3,6,2,0,0,11,3.09,0,0,0,0,0,11,MANOHARAN S
ESET-359,10,6,0,0,0,16,3.625,0,0,0,0,0,16,MANOHARAN S
ESET-359,10,3,1,0,0,14,3.642,0,0,0,0,0,14,MANOHARAN S
ESET-359,8,5,1,0,0,14,3.5,0,0,0,0,0,14,MANOHARAN S
ESET-359,6,5,1,0,0,12,3.416,0,0,0,0,0,12,MANOHARAN S
ESET-359,8,5,0,0,0,13,3.615,0,0,0,0,0,13,MANOHARAN S
ESET-359,6,2,0,0,0,8,3.75,0,0,0,0,0,8,MANOHARAN S
ESET-369,2,5,2,1,0,10,2.8,0,0,0,0,0,10,HUR B
ESET-369,0,5,0,0,0,5,3,0,0,0,0,0,5,HUR B
ESET-369,1,5,4,1,0,11,2.545,0,0,0,0,0,11,HUR B
ESET-369,0,8,0,0,0,8,3,0,0,0,0,0,8,HUR B
ESET-369,2,10,3,0,0,15,2.933,0,0,0,0,0,15,HUR B
ESET-369,1,7,8,0,0,16,2.562,0,0,0,0,0,16,HUR B
ESET-369,1,10,3,0,0,14,2.857,0,0,0,1,0,15,HUR B
ESET-369,3,9,1,0,1,14,2.928,0,0,0,0,0,14,HUR B
ESET-400,1,8,0,0,0,9,3.111,0,0,0,0,0,9,AOUFI R
ESET-400,6,7,0,0,0,13,3.461,0,0,0,0,0,13,AOUFI R
ESET-400,3,6,3,0,0,12,3,0,0,0,0,0,12,AOUFI R
ESET-400,3,5,6,0,0,14,2.785,0,0,0,0,0,14,AOUFI R
ESET-400,2,9,2,0,0,13,3,0,0,0,0,0,13,AOUFI R
ESET-400,4,7,2,0,0,13,3.153,0,0,0,0,0,13,AOUFI R
ESET-400,1,5,2,0,0,8,2.875,0,0,0,0,0,8,AOUFI R
ESET-400,6,8,2,0,0,16,3.25,0,0,0,0,0,16,AOUFI R
ESET-400,8,5,3,0,0,16,3.312,0,0,0,0,0,16,AOUFI R
ESET-400,6,7,2,0,0,15,3.266,0,0,0,0,0,15,AOUFI R
ESET-400,5,10,0,0,1,16,3.125,0,0,0,0,0,16,AOUFI R
ESET-415,1,7,9,0,0,17,2.529,0,0,0,1,0,18,GOULART A
ESET-415,3,9,5,0,0,17,2.882,0,0,0,0,0,17,GOULART A
ESET-415,2,10,6,0,0,18,2.777,0,0,0,0,0,18,GOULART A
ESET-415,3,9,5,0,0,17,2.882,0,0,0,0,0,17,GOULART A
ESET-419,18,27,0,0,0,45,3.4,0,0,0,0,0,45,CROSBY G
ESET-419,16,28,1,5,0,50,3.1,0,0,0,0,0,50,SMITH C
ESET-420,13,4,0,0,0,17,3.764,0,0,0,0,0,17,HUDSON L
ESET-420,17,0,1,0,0,18,3.888,0,0,0,0,0,18,HUDSON L
ESET-420,12,3,0,0,0,15,3.8,0,0,0,0,0,15,HUDSON L
ESET-420,10,6,0,0,0,16,3.625,0,0,0,0,0,16,WILLEY H
ESET-420,8,14,1,0,0,23,3.304,0,0,0,0,0,23,WILLEY H
ESET-420,9,2,6,0,0,17,3.176,0,0,0,0,0,17,HUDSON L
ESET-420,5,0,0,0,0,5,4,0,0,0,0,0,5,LOPEZ O
ESET-444,5,5,0,0,0,10,3.5,0,0,0,0,0,10,YAGUA C
ESET-444,11,2,1,0,0,14,3.714,0,0,0,0,0,14,YAGUA C
ESET-444,4,7,2,0,0,13,3.153,0,0,0,1,0,14,YAGUA C
ESET-453,3,4,0,0,0,7,3.428,0,0,0,1,0,8,MUNNS T
ESET-455,3,5,5,0,0,13,2.846,0,0,0,0,0,13,EKIN S
ESET-455,5,9,2,0,0,16,3.187,0,0,0,0,0,16,EKIN S
ESET-455,8,5,2,1,0,16,3.25,0,0,0,0,0,16,EKIN S
ESET-455,1,7,1,1,0,10,2.8,0,0,0,0,0,10,EKIN S
ESET-462,7,5,4,0,0,16,3.187,0,0,0,0,0,16,ZHAN W
ESET-462,2,9,4,0,0,15,2.866,0,0,0,0,0,15,ZHAN W
ESET-462,4,9,3,0,0,16,3.062,0,0,0,0,0,16,ZHAN W
ESET-462,5,5,6,0,0,16,2.937,0,0,0,0,0,16,ZHAN W
ESET-462,5,5,4,0,0,14,3.071,0,0,0,1,0,15,GODAGE I
ESET-462,4,7,1,0,0,12,3.25,1,0,0,2,0,15,GODAGE I
ESET-462,4,3,3,0,0,10,3.1,0,0,0,0,0,10,GODAGE I
ESET-462,1,3,1,0,0,5,3,0,0,0,0,0,5,GODAGE I
ESET-469,7,4,2,0,0,13,3.384,0,0,0,0,0,13,WILLEY H
ESET-469,4,5,4,0,0,13,3,0,0,0,0,0,13,WILLEY H
ESET-469,2,1,2,0,0,5,3,0,0,0,0,0,5,WILLEY H
IDIS-240,21,31,0,0,0,52,3.403,0,0,0,0,0,52,VESTAL E
IDIS-240,15,36,1,0,0,52,3.269,0,0,0,1,0,53,VESTAL E
IDIS-240,22,26,0,0,0,48,3.458,0,0,0,0,0,48,VESTAL E
IDIS-240,20,35,3,0,0,58,3.293,0,0,0,0,0,58,VESTAL E
IDIS-330,11,9,0,0,1,21,3.38,0,0,0,0,0,21,CLARK N
IDIS-330,29,7,0,0,0,36,3.805,0,0,0,0,0,36,CLARK N
IDIS-330,15,17,2,0,0,34,3.382,0,0,0,0,0,34,JOHNSON J
IDIS-330,15,19,0,0,0,34,3.441,0,0,0,0,0,34,BORSH R
IDIS-340,18,9,0,0,0,27,3.666,0,0,0,0,0,27,HOLLIS T
IDIS-340,36,14,0,0,0,50,3.72,0,0,0,0,0,50,HOLLIS T
IDIS-340,31,16,1,0,2,50,3.48,0,0,0,0,0,50,HOLLIS T
IDIS-343,10,21,14,1,1,47,2.808,0,0,0,4,0,51,CAVDAR B
IDIS-343,12,26,10,4,0,52,2.884,0,0,0,3,0,55,CAVDAR B
IDIS-343,8,17,18,2,1,46,2.574,1,0,0,3,0,50,CAPAR I
IDIS-344,7,23,1,0,0,31,3.193,0,0,0,0,0,31,JOHNSON M
IDIS-344,7,16,6,0,0,29,3.034,0,0,0,0,0,29,JOHNSON M
IDIS-344,10,13,2,1,0,26,3.23,0,0,0,0,0,26,ZOU N
IDIS-344,11,14,1,0,0,26,3.384,0,0,0,0,0,26,ZOU N
IDIS-344,12,9,3,0,0,24,3.375,0,0,0,0,0,24,ZOU N
IDIS-344,9,10,6,0,0,25,3.12,0,0,0,0,0,25,ZOU N
IDIS-364,13,20,2,0,0,35,3.314,0,0,0,0,0,35,JOHNSON M
IDIS-364,7,26,3,0,0,36,3.111,0,0,0,0,0,36,JOHNSON M
IDIS-424,13,22,14,0,1,50,2.92,0,0,0,0,0,50,CHANG Y
IDIS-424,17,22,9,0,0,48,3.166,0,0,0,2,0,50,IAKOVOU E
IDIS-424,10,16,12,0,0,38,2.947,0,0,0,0,0,38,CHANG Y
IDIS-433,6,24,4,1,0,35,3,0,0,0,0,0,35,BORSH R
IDIS-433,18,27,5,0,1,51,3.196,0,0,0,0,0,51,BORSH R
IDIS-433,11,32,6,0,0,49,3.102,0,0,0,0,0,49,REY D
IDIS-434,18,21,9,0,0,48,3.187,0,0,0,0,0,48,REY D
IDIS-434,8,20,19,0,0,47,2.765,0,0,0,2,0,49,NIE X
IDIS-434,5,8,17,0,0,30,2.6,0,0,0,1,0,31,NIE X
IDIS-443,17,9,1,0,0,27,3.592,0,0,0,0,0,27,NAGARATHNAM B
IDIS-443,18,4,5,0,0,27,3.481,0,0,0,0,0,27,NAGARATHNAM B
IDIS-444,32,6,0,0,0,38,3.842,0,0,0,0,0,38,NATARAJARATHINAM M
IDIS-444,29,5,0,0,0,34,3.852,0,0,0,0,0,34,NATARAJARATHINAM M
IDIS-444,37,0,0,0,0,37,4,0,0,0,0,0,37,CLARK N
IDIS-444,25,5,0,0,0,30,3.833,0,0,0,0,0,30,BOLANDER W
IDIS-444,30,1,0,0,0,31,3.967,0,0,0,0,0,31,BOLANDER W
IDIS-450,5,5,4,1,0,15,2.933,0,0,0,0,0,15,CAPAR I
IDIS-450,4,5,6,0,0,15,2.866,0,0,0,0,0,15,CAPAR I
IDIS-450,1,10,2,1,1,15,2.6,0,0,0,0,0,15,CAPAR I
IDIS-450,7,5,2,0,0,14,3.357,0,0,0,1,0,15,CAPAR I
IDIS-450,6,7,3,0,0,16,3.187,0,0,0,0,0,16,CAPAR I
IDIS-450,3,8,4,0,0,15,2.933,0,0,0,1,0,16,CAPAR I
IDIS-450,7,9,0,0,0,16,3.437,0,0,0,0,0,16,UFODIKE C
IDIS-450,9,7,0,1,0,17,3.411,0,0,0,0,0,17,UFODIKE C
IDIS-450,12,3,0,0,0,15,3.8,0,0,0,0,0,15,UFODIKE C
IDIS-450,9,5,1,0,0,15,3.533,0,0,0,0,0,15,UFODIKE C
IDIS-450,10,6,0,0,0,16,3.625,0,0,0,0,0,16,UFODIKE C
IDIS-450,11,6,0,0,0,17,3.647,0,0,0,0,0,17,UFODIKE C
IDIS-464,7,21,4,0,0,32,3.093,0,0,0,0,0,32,JOHNSON J
IDIS-464,17,13,3,0,0,33,3.424,0,0,0,1,0,34,JOHNSON J
IDIS-653,15,2,0,0,0,17,3.882,0,0,0,0,0,17,NEPAL B
IDIS-653,17,1,0,0,0,18,3.944,0,0,0,0,0,18,NEPAL B
IDIS-654,16,1,0,0,0,17,3.941,0,0,0,0,0,17,LAWRENCE F
IDIS-654,15,3,0,0,0,18,3.833,0,0,0,0,0,18,LAWRENCE F
IDIS-656,16,1,0,0,0,17,3.941,0,0,0,0,0,17,NAGARATHNAM B
IDIS-656,13,0,0,0,0,13,4,0,0,0,0,0,13,NAGARATHNAM B
IDIS-665,13,0,0,0,0,13,4,0,0,0,0,0,13,NAGARATHNAM B
IDIS-665,11,0,0,0,0,11,4,0,0,0,0,0,11,NEPAL B
IDIS-665,8,0,0,0,0,8,4,0,0,0,0,0,8,NATARAJARATHINAM M
MMET-105,4,14,8,0,0,26,2.846,0,0,0,0,0,26,WHITEACRE M
MMET-105,13,8,7,0,0,28,3.214,0,0,0,0,0,28,WHITEACRE M
MMET-105,7,6,5,0,0,18,3.111,0,0,0,1,0,19,WHITEACRE M
MMET-181,0,2,2,6,2,12,1.333,0,0,0,2,0,14,HUNG N
MMET-181,1,2,10,1,0,14,2.214,0,0,0,1,0,15,HUNG N
MMET-181,2,5,3,3,2,15,2.133,0,0,0,2,0,17,HUNG N
MMET-181,1,2,7,1,1,12,2.083,0,0,0,3,0,15,HUNG N
MMET-181,1,4,4,4,2,15,1.866,0,0,0,0,0,15,HUNG N
MMET-181,2,5,1,4,1,13,2.23,0,0,0,1,0,14,HUNG N
MMET-181,3,5,2,2,1,13,2.538,0,0,0,0,0,13,HUNG N
MMET-181,1,4,7,1,1,14,2.214,0,0,0,1,0,15,HUNG N
MMET-181,1,3,8,2,0,14,2.214,0,0,0,0,0,14,HUNG N
MMET-201,11,3,0,0,0,14,3.785,0,0,0,0,0,14,PATTERSON A
MMET-201,13,1,0,0,0,14,3.928,0,0,0,0,0,14,PATTERSON A
MMET-201,7,7,0,0,0,14,3.5,0,0,0,0,0,14,PATTERSON A
MMET-201,7,4,2,0,0,13,3.384,0,0,0,0,0,13,PATTERSON A
MMET-201,6,4,2,0,1,13,3.076,0,0,0,1,0,14,PATTERSON A
MMET-201,4,4,3,0,1,12,2.833,0,0,0,1,0,13,PATTERSON A
MMET-201,12,1,0,0,0,13,3.923,0,0,0,1,0,14,PATTERSON A
MMET-201,8,4,0,0,0,12,3.666,0,0,0,1,0,13,PATTERSON A
MMET-201,5,7,0,0,1,13,3.153,0,0,0,0,0,13,PATTERSON A
MMET-201,10,2,1,0,0,13,3.692,0,0,0,0,0,13,PATTERSON A
MMET-201,4,9,0,0,0,13,3.307,0,0,0,1,0,14,PATTERSON A
MMET-201,11,2,0,0,0,13,3.846,0,0,0,1,0,14,PATTERSON A
MMET-206,0,7,4,2,0,13,2.384,0,0,0,1,0,14,ASADI A
MMET-206,0,6,10,0,0,16,2.375,0,0,0,0,0,16,ASADI A
MMET-206,3,1,4,5,0,13,2.153,0,0,0,1,0,14,ASADI A
MMET-206,2,4,7,0,0,13,2.615,0,0,0,1,0,14,ASADI A
MMET-206,3,6,6,0,0,15,2.8,0,0,0,1,0,16,ASADI A
MMET-206,1,4,9,0,0,14,2.428,0,0,0,1,0,15,ASADI A
MMET-207,2,6,5,3,0,16,2.437,0,0,0,0,0,16,CRAIG D
MMET-207,1,8,1,4,0,14,2.428,0,0,0,1,0,15,CRAIG D
MMET-207,1,8,6,0,0,15,2.666,0,0,0,0,0,15,CRAIG D
MMET-207,3,5,5,3,0,16,2.5,0,0,0,0,0,16,CRAIG D
MMET-207,0,5,7,4,0,16,2.062,0,0,0,0,0,16,CRAIG D
MMET-207,3,3,8,1,0,15,2.533,0,0,0,0,0,15,CRAIG D
MMET-207,1,5,6,4,0,16,2.187,0,0,0,0,0,16,CRAIG D
MMET-207,3,3,5,1,3,15,2.133,0,0,0,1,0,16,CRAIG D
MMET-207,0,0,4,1,0,5,1.8,0,0,0,1,0,6,SHAW S
MMET-275,16,21,21,7,1,66,2.666,0,0,0,2,0,68,KAMDI K
MMET-275,4,27,22,2,2,57,2.508,0,0,0,20,0,77,FENG D
MMET-281,1,11,2,0,0,14,2.928,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-281,0,11,4,0,0,15,2.733,0,0,0,0,0,15,VAJIPEYAJULA B
MMET-281,4,7,1,1,0,13,3.076,0,0,0,0,0,13,VAJIPEYAJULA B
MMET-281,0,10,5,0,1,16,2.5,0,0,0,0,0,16,VAJIPEYAJULA B
MMET-301,2,5,4,1,0,12,2.666,0,0,0,2,0,14,VAJIPEYAJULA B
MMET-301,1,4,2,0,0,7,2.857,0,0,0,0,0,7,VAJIPEYAJULA B
MMET-301,1,7,5,1,0,14,2.571,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,3,3,4,0,0,10,2.9,0,0,0,0,0,10,VAJIPEYAJULA B
MMET-301,4,9,0,0,0,13,3.307,0,0,0,0,0,13,VAJIPEYAJULA B
MMET-301,3,5,6,0,0,14,2.785,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,7,5,2,0,0,14,3.357,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,6,6,0,0,0,12,3.5,0,0,0,0,0,12,VAJIPEYAJULA B
MMET-301,5,6,3,0,0,14,3.142,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,9,4,0,0,0,13,3.692,0,0,0,0,0,13,VAJIPEYAJULA B
MMET-301,5,6,3,0,0,14,3.142,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-301,5,8,1,0,0,14,3.285,0,0,0,0,0,14,VAJIPEYAJULA B
MMET-303,1,7,5,0,1,14,2.5,0,0,0,0,0,14,ABDELAAL A
MMET-303,1,3,4,0,2,10,2.1,0,0,0,0,0,10,ABDELAAL A
MMET-303,4,5,4,2,0,15,2.733,0,0,0,1,0,16,ABDELAAL A
MMET-303,3,5,7,0,0,15,2.733,0,0,0,0,0,15,ABDELAAL A
MMET-303,6,4,3,0,1,14,3,0,0,0,0,0,14,ABDELAAL A
MMET-303,5,4,5,1,0,15,2.866,0,0,0,0,0,15,ABDELAAL A
MMET-303,5,4,2,3,0,14,2.785,0,0,0,0,0,14,ABDELAAL A
MMET-303,4,4,2,0,1,11,2.909,0,0,0,1,0,12,ABDELAAL A
MMET-307,33,8,0,0,0,41,3.804,0,0,0,1,0,42,WHITEACRE M
MMET-313,5,9,0,0,0,14,3.357,0,0,0,2,0,16,PRICE A
MMET-313,3,10,2,0,0,15,3.066,0,0,0,0,0,15,PRICE A
MMET-320,1,3,6,2,1,13,2.076,0,0,0,0,0,13,VADALI S
MMET-320,3,6,4,1,0,14,2.785,0,0,0,0,0,14,VADALI S
MMET-320,1,7,5,3,0,16,2.375,0,0,0,0,0,16,VADALI S
MMET-320,1,5,6,1,0,13,2.461,0,0,0,1,0,14,VADALI S
MMET-361,2,9,3,0,0,14,2.928,0,0,0,0,0,14,MA C
MMET-361,6,6,0,1,0,13,3.307,0,0,0,0,0,13,MA C
MMET-361,4,2,1,0,0,7,3.428,0,0,0,0,0,7,MA C
